method,case_id,category,fake_record_name,synthetic_byte_buffer_hex,buffer_length,offset,requested_integer_width,alignment_requirement,endian_policy,operation_label,compiler_feature_needed,context_label,expected_observation,actual_observation,expected_success,actual_success,c_harness_observation_matched,memcpy_observation_matched,manual_load_observation_matched,alignment_observation_matched,unsigned_char_observation_matched,endian_observation_matched,wrapper_observation_matched,portability_truth_intentionally_not_tested,production_parser_truth_intentionally_not_tested,expected_to_fail_naive,output_char_length,output_byte_length,elapsed_s,failure_reason,compiler_selected,compiler_version
c_harness_compile_checker,c057,project_wrapper_load_result_struct_marker,demo_payload,\x11\x22\x33\x44\x55\x66\x77\x88,8,0,64,8,little,wrapper_load,none,memcpy_policy,wrapper_records_status_width_offset_aligned_endian_value,wrapper_records_status_width_offset_aligned_endian_value,success,not_applicable,True,False,False,False,False,False,True,False,False,False,0,0,3.259629011154175e-07,,,
c_harness_compile_checker,c058,wrapper_records_aligned_flag_marker,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,2,32,4,native,wrapper_load,none,alignment_policy,wrapper_records_aligned_false_for_misaligned_offset,wrapper_records_aligned_false_for_misaligned_offset,success,not_applicable,True,False,False,True,False,False,True,False,False,False,0,0,3.2084062695503235e-07,,,
c_harness_compile_checker,c059,wrapper_records_endian_policy_marker,toy_endian_case,\x01\x02\x03\x04,4,0,32,1,big,wrapper_load,none,endian_caveat,wrapper_records_endian_policy_explicitly,wrapper_records_endian_policy_explicitly,success,not_applicable,True,False,True,False,False,True,True,False,False,False,0,0,3.210734575986862e-07,,,
c_harness_compile_checker,c060,wrapper_rejects_unsafe_deref_policy_marker,demo_payload,\xff\xff\xff\xff\xff\xff\xff\xff,8,1,64,8,native,wrapper_load,none,alignment_policy,wrapper_rejects_unsafe_deref,wrapper_rejects_unsafe_deref,success,not_applicable,True,False,False,False,False,False,True,False,False,True,0,0,3.280583769083023e-07,,,
c_harness_compile_checker,c061,naive_cast_load_marker,fake_bytes,\x00\x01\x02\x03\x04\x05\x06\x07,8,1,64,8,native,naive_cast_deref,none,naive_cast,naive_cast_assumes_any_byte_ptr_is_typed_ptr,naive_cast_assumes_any_byte_ptr_is_typed_ptr,error,not_applicable,True,False,False,False,False,False,False,False,False,True,0,0,3.220047801733017e-07,,,
c_harness_compile_checker,c062,naive_native_endian_marker,toy_endian_case,\x01\x00\x00\x00,4,0,32,1,big,naive_endian,none,endian_caveat,naive_assumes_native_endian_is_wire_format,naive_assumes_native_endian_is_wire_format,error,not_applicable,True,False,True,False,False,True,False,False,False,True,0,0,3.2084062695503235e-07,,,
c_harness_compile_checker,c063,external_arch_truth_not_tested_marker,demo_chunk,\x00\x00\x00\x00\x00\x00\x00\x00,8,1,64,8,native,external_arch_context,none,architecture_not_tested,ARM_x86_sanitizer_parser_fuzzing_not_tested,ARM_x86_sanitizer_parser_fuzzing_not_tested,not_tested,not_applicable,True,False,False,False,False,False,False,True,True,False,0,0,3.220047801733017e-07,,,
c_harness_compile_checker,c064,production_binary_parser_not_tested_marker,toy_packet,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,1,native,production_parser_context,none,production_parser_not_tested,production_parser_not_tested,production_parser_not_tested,not_tested,not_applicable,True,False,False,False,False,False,False,True,True,False,0,0,3.280583769083023e-07,,,
c_harness_compile_checker,c065,safety_caveat_marker,fake_bytes,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,safety_caveat,none,portability_not_tested,toy_lab_not_production_parser,toy_lab_not_production_parser,success,not_applicable,True,False,False,False,False,False,False,False,False,False,0,0,3.1688250601291656e-07,,,
unsigned_char_view_observer,c001,unsigned_char_can_view_uint64_bytes,fake_bytes,\x12\x34\x56\x78\x9a\xbc\xde\xf0,8,0,64,8,native,unsigned_char_view,none,object_representation_policy,unsigned_char_can_inspect_object_bytes,unsigned_char_can_inspect_object_bytes,success,success,True,False,False,False,True,False,False,False,False,False,0,0,3.019813448190689e-07,,,
unsigned_char_view_observer,c002,unsigned_char_can_view_uint64_bytes,demo_buffer,\x12\x34\x56\x78\x9a\xbc\xde\xf0,8,0,64,8,native,unsigned_char_view,none,object_representation_policy,unsigned_char_can_inspect_object_bytes,unsigned_char_can_inspect_object_bytes,success,success,True,False,False,False,True,False,False,False,False,False,0,0,3.189779818058014e-07,,,
unsigned_char_view_observer,c003,uint8_t_aliasing_portability_marker,synthetic_alias_case,\x00\x01\x02\x03\x04\x05\x06\x07,8,0,64,1,native,uint8_t_aliasing_check,stdint_h,strict_aliasing_caveat,uint8_t_is_typically_unsigned_char_alias_safe_direction_matters,uint8_t_is_typically_unsigned_char_alias_safe_direction_matters,success,not_applicable,True,False,False,False,False,False,False,False,False,False,0,0,3.280583769083023e-07,,,
unsigned_char_view_observer,c004,char_view_directionality_marker,demo_buffer,\xaa\xbb\xcc\xdd\xee\xff\x11\x22,8,0,64,8,native,char_view_directionality,none,object_representation_policy,char_can_view_object_but_reverse_not_automatically_safe,char_can_view_object_but_reverse_not_automatically_safe,success,success,True,False,False,False,False,False,False,False,False,True,0,0,3.3294782042503357e-07,,,
unsigned_char_view_observer,c005,pointer_cast_without_deref_marker,fake_bytes,\x01\x01\x01\x01\x01\x01\x01\x01,8,1,64,8,native,cast_without_deref,none,alignment_policy,cast_alone_not_same_as_deref,cast_alone_not_same_as_deref,success,not_applicable,True,False,False,False,False,False,False,False,False,False,0,0,3.1618401408195496e-07,,,
unsigned_char_view_observer,c006,misaligned_uint64_deref_not_run,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,1,64,8,native,unsafe_deref_misaligned,none,alignment_policy,not_run_UB_misaligned_deref,not_run_UB_misaligned_deref,not_tested,not_applicable,True,False,False,True,False,False,False,True,True,True,0,0,2.989545464515686e-07,,,
unsigned_char_view_observer,c007,misaligned_uint64_deref_not_run,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,3,64,8,native,unsafe_deref_misaligned,none,alignment_policy,not_run_UB_misaligned_deref,not_run_UB_misaligned_deref,not_tested,not_applicable,True,False,False,True,False,False,False,True,True,True,0,0,3.289896994829178e-07,,,
unsigned_char_view_observer,c008,misaligned_uint64_deref_not_run,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,5,64,8,native,unsafe_deref_misaligned,none,alignment_policy,not_run_UB_misaligned_deref,not_run_UB_misaligned_deref,not_tested,not_applicable,True,False,False,True,False,False,False,True,True,True,0,0,3.119930624961853e-07,,,
unsigned_char_view_observer,c009,wrong_effective_type_deref_not_run,synthetic_alias_case,\x11\x11\x11\x11\x11\x11\x11\x11,8,0,64,8,native,unsafe_deref_effective_type,none,effective_type_caveat,not_run_UB_wrong_effective_type,not_run_UB_wrong_effective_type,not_tested,not_applicable,True,False,False,False,False,False,False,True,True,True,0,0,2.989545464515686e-07,,,
unsigned_char_view_observer,c010,aligned_uint64_object_read_success,fake_u64_field,\xef\xbe\xad\xde\x00\x00\x00\x00\xef\xbe\xad\xde\x00\x00\x00\x00,16,0,64,8,native,aligned_object_read,none,alignment_policy,aligned_object_read_success,aligned_object_read_success,success,not_applicable,True,False,False,True,False,False,False,False,False,False,0,0,3.019813448190689e-07,,,
unsigned_char_view_observer,c011,aligned_uint64_object_read_success,fake_u64_field,\xef\xbe\xad\xde\x00\x00\x00\x00\xef\xbe\xad\xde\x00\x00\x00\x00,16,8,64,8,native,aligned_object_read,none,alignment_policy,aligned_object_read_success,aligned_object_read_success,success,not_applicable,True,False,False,True,False,False,False,False,False,False,0,0,3.059394657611847e-07,,,
unsigned_char_view_observer,c012,memcpy_load_u64_native_order,demo_payload,\x00\x01\x02\x03\x04\x05\x06\x07,8,0,64,1,native,memcpy_load,string_h,memcpy_policy,memcpy_loads_bytes_into_integer_object_portably,memcpy_loads_bytes_into_integer_object_portably,success,not_applicable,True,True,False,False,False,False,False,False,False,False,0,0,3.3318065106868744e-07,,,
unsigned_char_view_observer,c013,memcpy_load_u64_native_order,demo_payload,\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,8,0,64,1,native,memcpy_load,string_h,memcpy_policy,memcpy_loads_bytes_into_integer_object_portably,memcpy_loads_bytes_into_integer_object_portably,success,not_applicable,True,True,False,False,False,False,False,False,False,False,0,0,3.0407682061195374e-07,,,
unsigned_char_view_observer,c014,memcpy_load_u32_native_order,synthetic_word,\x78\x56\x34\x12,4,0,32,1,native,memcpy_load,string_h,memcpy_policy,memcpy_load_u32_native,memcpy_load_u32_native,success,not_applicable,True,True,False,False,False,False,False,False,False,False,0,0,3.0710361897945404e-07,,,
unsigned_char_view_observer,c015,memcpy_store_roundtrip_u64,sample_blob,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,1,native,memcpy_roundtrip,string_h,memcpy_policy,memcpy_roundtrip_preserves_bits,memcpy_roundtrip_preserves_bits,success,not_applicable,True,True,False,False,False,False,False,False,False,False,0,0,3.0710361897945404e-07,,,
unsigned_char_view_observer,c016,memmove_overlap_byte_buffer,example_block,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,2,0,1,native,memmove_overlap,string_h,memcpy_policy,memmove_handles_overlap_safely,memmove_handles_overlap_safely,success,not_applicable,True,False,False,False,False,False,False,False,False,False,0,0,3.210734575986862e-07,,,
unsigned_char_view_observer,c017,manual_little_endian_load_u16,toy_endian_case,\x00\x01,2,0,16,1,little,manual_byte_shift_load,none,endian_caveat,manual_le_load_u16_explicit_endian,manual_le_load_u16_explicit_endian,success,not_applicable,True,False,True,False,False,True,False,False,False,False,0,0,3.1013041734695435e-07,,,
unsigned_char_view_observer,c018,manual_little_endian_load_u32,toy_endian_case,\x00\x01\x02\x03,4,0,32,1,little,manual_byte_shift_load,none,endian_caveat,manual_le_load_u32_explicit_endian,manual_le_load_u32_explicit_endian,success,not_applicable,True,False,True,False,False,True,False,False,False,False,0,0,3.310851752758026e-07,,,
unsigned_char_view_observer,c019,manual_little_endian_load_u64,toy_endian_case,\x00\x01\x02\x03\x04\x05\x06\x07,8,0,64,1,little,manual_byte_shift_load,none,endian_caveat,manual_le_load_u64_explicit_endian,manual_le_load_u64_explicit_endian,success,not_applicable,True,False,True,False,False,True,False,False,False,False,0,0,3.0407682061195374e-07,,,
unsigned_char_view_observer,c020,manual_big_endian_load_u16,toy_endian_case,\x00\x01,2,0,16,1,big,manual_byte_shift_load,none,endian_caveat,manual_be_load_u16_explicit_endian,manual_be_load_u16_explicit_endian,success,not_applicable,True,False,True,False,False,True,False,False,False,False,0,0,3.0710361897945404e-07,,,
unsigned_char_view_observer,c021,manual_big_endian_load_u32,toy_endian_case,\x00\x01\x02\x03,4,0,32,1,big,manual_byte_shift_load,none,endian_caveat,manual_be_load_u32_explicit_endian,manual_be_load_u32_explicit_endian,success,not_applicable,True,False,True,False,False,True,False,False,False,False,0,0,2.9918737709522247e-07,,,
unsigned_char_view_observer,c022,manual_big_endian_load_u64,toy_endian_case,\x00\x01\x02\x03\x04\x05\x06\x07,8,0,64,1,big,manual_byte_shift_load,none,endian_caveat,manual_be_load_u64_explicit_endian,manual_be_load_u64_explicit_endian,success,not_applicable,True,False,True,False,False,True,False,False,False,False,0,0,3.050081431865692e-07,,,
unsigned_char_view_observer,c023,endian_policy_native_vs_explicit,toy_endian_case,\x01\x02\x03\x04,4,0,32,1,native,endian_policy_check,none,endian_caveat,native_endian_differs_from_explicit_wire_format,native_endian_differs_from_explicit_wire_format,success,not_applicable,True,False,True,False,False,True,False,False,False,True,0,0,3.3294782042503357e-07,,,
unsigned_char_view_observer,c024,memcpy_does_not_choose_endian,demo_chunk,\xaa\xbb\xcc\xdd,4,0,32,1,native,memcpy_load,string_h,endian_caveat,memcpy_copies_bytes_not_endian_converts,memcpy_copies_bytes_not_endian_converts,success,not_applicable,True,True,True,False,False,True,False,False,False,True,0,0,3.289896994829178e-07,,,
unsigned_char_view_observer,c025,unaligned_offset_detected_by_uintptr,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,1,64,8,native,alignment_check_uintptr,stdint_h,alignment_policy,unaligned_offset_detected,unaligned_offset_detected,success,not_applicable,True,False,False,True,False,False,False,False,False,False,0,0,2.9709190130233765e-07,,,
unsigned_char_view_observer,c026,unaligned_offset_detected_by_uintptr,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,3,64,8,native,alignment_check_uintptr,stdint_h,alignment_policy,unaligned_offset_detected,unaligned_offset_detected,success,not_applicable,True,False,False,True,False,False,False,False,False,False,0,0,3.2689422369003296e-07,,,
unsigned_char_view_observer,c027,unaligned_offset_detected_by_uintptr,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,5,64,8,native,alignment_check_uintptr,stdint_h,alignment_policy,unaligned_offset_detected,unaligned_offset_detected,success,not_applicable,True,False,False,True,False,False,False,False,False,False,0,0,3.0617229640483856e-07,,,
unsigned_char_view_observer,c028,unaligned_offset_detected_by_uintptr,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,7,64,8,native,alignment_check_uintptr,stdint_h,alignment_policy,unaligned_offset_detected,unaligned_offset_detected,success,not_applicable,True,False,False,True,False,False,False,False,False,False,0,0,3.050081431865692e-07,,,
unsigned_char_view_observer,c029,aligned_offset_detected_by_uintptr,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,0,64,8,native,alignment_check_uintptr,stdint_h,alignment_policy,aligned_offset_detected,aligned_offset_detected,success,not_applicable,True,False,False,True,False,False,False,False,False,False,0,0,3.08966264128685e-07,,,
unsigned_char_view_observer,c030,aligned_offset_detected_by_uintptr,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,8,64,8,native,alignment_check_uintptr,stdint_h,alignment_policy,aligned_offset_detected,aligned_offset_detected,success,not_applicable,True,False,False,True,False,False,False,False,False,False,0,0,3.08966264128685e-07,,,
unsigned_char_view_observer,c031,_Alignof_uint16_marker,fictional_header,\x00\x00,2,0,16,2,native,alignof_query,stdalign_h,alignment_policy,alignof_uint16_observed,alignof_uint16_observed,success,not_applicable,True,False,False,True,False,False,False,False,False,False,0,0,2.430984750390053e-06,,,
unsigned_char_view_observer,c032,_Alignof_uint32_marker,fictional_header,\x00\x00\x00\x00,4,0,32,4,native,alignof_query,stdalign_h,alignment_policy,alignof_uint32_observed,alignof_uint32_observed,success,not_applicable,True,False,False,True,False,False,False,False,False,False,0,0,2.989545464515686e-07,,,
unsigned_char_view_observer,c033,_Alignof_uint64_marker,fictional_header,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,alignof_query,stdalign_h,alignment_policy,alignof_uint64_observed,alignof_uint64_observed,success,not_applicable,True,False,False,True,False,False,False,False,False,False,0,0,3.1711533665657043e-07,,,
unsigned_char_view_observer,c034,malloc_alignment_observation_marker,fake_record,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,malloc_align_check,stdlib_h,alignment_policy,malloc_returns_suitably_aligned_storage,malloc_returns_suitably_aligned_storage,success,not_applicable,True,False,False,True,False,False,False,False,False,False,0,0,3.098975867033005e-07,,,
unsigned_char_view_observer,c035,stack_object_alignment_observation_marker,sample_lane,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,stack_align_check,none,alignment_policy,stack_object_naturally_aligned,stack_object_naturally_aligned,success,not_applicable,True,False,False,True,False,False,False,False,False,False,0,0,2.9918737709522247e-07,,,
unsigned_char_view_observer,c036,struct_padding_marker,fake_record,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,16,0,0,1,native,struct_sizeof_offsetof,stddef_h,alignment_policy,struct_may_contain_padding,struct_may_contain_padding,success,not_applicable,True,False,False,False,False,False,False,False,False,False,0,0,3.098975867033005e-07,,,
unsigned_char_view_observer,c037,offsetof_padding_marker,fake_record,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,16,0,0,1,native,offsetof_check,stddef_h,alignment_policy,offsetof_reveals_padding,offsetof_reveals_padding,success,not_applicable,True,False,False,False,False,False,False,False,False,False,0,0,3.0081719160079956e-07,,,
unsigned_char_view_observer,c038,packed_struct_extension_not_required,toy_packet,\x00\x00\x00\x00\x00\x00\x00\x00,8,1,32,1,native,packed_struct_context,gcc_extension,compiler_extension_not_required,packed_struct_not_required_in_lab,packed_struct_not_required_in_lab,skip,not_applicable,True,False,False,False,False,False,False,True,True,False,0,0,3.280583769083023e-07,,,
unsigned_char_view_observer,c039,union_type_punning_context_not_run,synthetic_alias_case,\x11\x22\x33\x44\x55\x66\x77\x88,8,0,64,8,native,union_punning_context,none,strict_aliasing_caveat,union_punning_discussed_in_HN_not_run_as_proof,union_punning_discussed_in_HN_not_run_as_proof,not_tested,not_applicable,True,False,False,False,False,False,False,True,True,False,0,0,3.2386742532253265e-07,,,
unsigned_char_view_observer,c040,trap_representation_not_tested,fake_bytes,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,trap_rep_context,none,portability_not_tested,trap_representations_not_tested,trap_representations_not_tested,not_tested,not_applicable,True,False,False,False,False,False,False,True,True,False,0,0,3.380700945854187e-07,,,
unsigned_char_view_observer,c041,padding_bytes_not_interpreted_marker,fake_record,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,16,0,0,1,native,padding_bytes,none,object_representation_policy,padding_bytes_not_meaningful,padding_bytes_not_meaningful,success,not_applicable,True,False,False,False,False,False,False,False,False,False,0,0,3.0407682061195374e-07,,,
unsigned_char_view_observer,c042,object_representation_bytes_marker,demo_buffer,\xde\xad\xbe\xef\xca\xfe\xba\xbe,8,0,64,8,native,object_rep_view,none,object_representation_policy,object_representation_inspectable_via_unsigned_char,object_representation_inspectable_via_unsigned_char,success,success,True,False,False,False,True,False,False,False,False,False,0,0,3.259629011154175e-07,,,
unsigned_char_view_observer,c043,effective_type_context_marker,synthetic_alias_case,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,effective_type_context,none,effective_type_caveat,effective_type_determines_aliasing_legality,effective_type_determines_aliasing_legality,success,not_applicable,True,False,False,False,False,False,False,False,False,False,0,0,3.150198608636856e-07,,,
unsigned_char_view_observer,c044,strict_aliasing_context_marker,synthetic_alias_case,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,strict_aliasing_context,none,strict_aliasing_caveat,strict_aliasing_rules_restrict_type_punning,strict_aliasing_rules_restrict_type_punning,success,not_applicable,True,False,False,False,False,False,False,False,False,True,0,0,3.3690594136714935e-07,,,
unsigned_char_view_observer,c045,restrict_context_not_tested,demo_payload,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,restrict_context,none,diagnostic_not_required,restrict_discussed_in_HN_not_tested_here,restrict_discussed_in_HN_not_tested_here,not_tested,not_applicable,True,False,False,False,False,False,False,True,True,False,0,0,3.0710361897945404e-07,,,
unsigned_char_view_observer,c046,fno_strict_aliasing_context_not_tested,demo_payload,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,fno_strict_aliasing_context,gcc_flag,diagnostic_not_required,fno_strict_aliasing_discussed_not_tested,fno_strict_aliasing_discussed_not_tested,not_tested,not_applicable,True,False,False,False,False,False,False,True,True,False,0,0,3.220047801733017e-07,,,
unsigned_char_view_observer,c047,sanitizer_context_not_required,demo_chunk,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,sanitizer_context,clang_gcc_sanitizer,diagnostic_not_required,sanitizers_useful_but_not_required_in_lab,sanitizers_useful_but_not_required_in_lab,not_tested,not_applicable,True,False,False,False,False,False,False,True,True,False,0,0,3.2689422369003296e-07,,,
unsigned_char_view_observer,c048,cast_align_warning_context_marker,demo_chunk,\x00\x00\x00\x00\x00\x00\x00\x00,8,1,32,4,native,cast_align_warning,gcc_Wcast_align,diagnostic_not_required,Wcast_align_would_warn_but_not_proof,Wcast_align_would_warn_but_not_proof,success,not_applicable,True,False,False,True,False,False,False,False,False,False,0,0,3.0687078833580017e-07,,,
unsigned_char_view_observer,c049,x86_unaligned_success_not_proved,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,1,64,8,native,arch_context,none,architecture_not_tested,x86_permissive_behavior_does_not_prove_portability,x86_permissive_behavior_does_not_prove_portability,not_tested,not_applicable,True,False,False,True,False,False,False,True,True,True,0,0,3.159511834383011e-07,,,
unsigned_char_view_observer,c050,ARM_alignment_fault_not_reproduced,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,1,64,8,native,arch_context,none,architecture_not_tested,ARM_fault_not_reproduced_locally,ARM_fault_not_reproduced_locally,not_tested,not_applicable,True,False,False,True,False,False,False,True,True,False,0,0,3.241002559661865e-07,,,
unsigned_char_view_observer,c051,cross_arch_behavior_not_tested,demo_chunk,\x00\x00\x00\x00\x00\x00\x00\x00,8,1,32,4,native,arch_context,none,architecture_not_tested,cross_arch_not_tested,cross_arch_not_tested,not_tested,not_applicable,True,False,False,False,False,False,False,True,True,False,0,0,2.989545464515686e-07,,,
unsigned_char_view_observer,c052,compiler_optimization_not_proof,demo_payload,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,opt_context,none,diagnostic_not_required,compiler_optimizing_memcpy_does_not_prove_UB_safe,compiler_optimizing_memcpy_does_not_prove_UB_safe,success,not_applicable,True,False,False,False,False,False,False,False,False,False,0,0,3.2992102205753326e-07,,,
unsigned_char_view_observer,c053,memcpy_optimization_not_required,demo_payload,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,1,native,memcpy_opt_context,none,diagnostic_not_required,memcpy_may_optimize_but_not_required,memcpy_may_optimize_but_not_required,success,not_applicable,True,True,False,False,False,False,False,False,False,False,0,0,3.608874976634979e-07,,,
unsigned_char_view_observer,c054,assembly_inspection_not_required,demo_chunk,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,asm_context,none,diagnostic_not_required,assembly_inspection_not_required_in_lab,assembly_inspection_not_required_in_lab,not_tested,not_applicable,True,False,False,False,False,False,False,True,True,False,0,0,3.129243850708008e-07,,,
unsigned_char_view_observer,c055,atomic_unaligned_not_tested,toy_alignment_case,\x00\x00\x00\x00\x00\x00\x00\x00,8,1,64,8,native,atomic_context,stdatomic_h,architecture_not_tested,atomic_unaligned_not_tested,atomic_unaligned_not_tested,not_tested,not_applicable,True,False,False,True,False,False,False,True,True,False,0,0,3.080349415540695e-07,,,
unsigned_char_view_observer,c056,stack_alignment_context_not_tested,sample_lane,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,16,native,stack_align_context,none,architecture_not_tested,stack_alignment_SSE_crash_context_not_tested,stack_alignment_SSE_crash_context_not_tested,not_tested,not_applicable,True,False,False,True,False,False,False,True,True,False,0,0,3.119930624961853e-07,,,
unsigned_char_view_observer,c057,project_wrapper_load_result_struct_marker,demo_payload,\x11\x22\x33\x44\x55\x66\x77\x88,8,0,64,8,little,wrapper_load,none,memcpy_policy,wrapper_records_status_width_offset_aligned_endian_value,wrapper_records_status_width_offset_aligned_endian_value,success,not_applicable,True,False,False,False,False,False,True,False,False,False,0,0,3.019813448190689e-07,,,
unsigned_char_view_observer,c058,wrapper_records_aligned_flag_marker,toy_alignment_case,\x00\x01\x02\x03\x04\x05\x06\x07\x08\x09\x0a\x0b\x0c\x0d\x0e\x0f,16,2,32,4,native,wrapper_load,none,alignment_policy,wrapper_records_aligned_false_for_misaligned_offset,wrapper_records_aligned_false_for_misaligned_offset,success,not_applicable,True,False,False,True,False,False,True,False,False,False,0,0,3.110617399215698e-07,,,
unsigned_char_view_observer,c059,wrapper_records_endian_policy_marker,toy_endian_case,\x01\x02\x03\x04,4,0,32,1,big,wrapper_load,none,endian_caveat,wrapper_records_endian_policy_explicitly,wrapper_records_endian_policy_explicitly,success,not_applicable,True,False,True,False,False,True,True,False,False,False,0,0,3.098975867033005e-07,,,
unsigned_char_view_observer,c060,wrapper_rejects_unsafe_deref_policy_marker,demo_payload,\xff\xff\xff\xff\xff\xff\xff\xff,8,1,64,8,native,wrapper_load,none,alignment_policy,wrapper_rejects_unsafe_deref,wrapper_rejects_unsafe_deref,success,not_applicable,True,False,False,False,False,False,True,False,False,True,0,0,3.119930624961853e-07,,,
unsigned_char_view_observer,c061,naive_cast_load_marker,fake_bytes,\x00\x01\x02\x03\x04\x05\x06\x07,8,1,64,8,native,naive_cast_deref,none,naive_cast,naive_cast_assumes_any_byte_ptr_is_typed_ptr,naive_cast_assumes_any_byte_ptr_is_typed_ptr,error,not_applicable,True,False,False,False,False,False,False,False,False,True,0,0,3.098975867033005e-07,,,
unsigned_char_view_observer,c062,naive_native_endian_marker,toy_endian_case,\x01\x00\x00\x00,4,0,32,1,big,naive_endian,none,endian_caveat,naive_assumes_native_endian_is_wire_format,naive_assumes_native_endian_is_wire_format,error,not_applicable,True,False,True,False,False,True,False,False,False,True,0,0,3.129243850708008e-07,,,
unsigned_char_view_observer,c063,external_arch_truth_not_tested_marker,demo_chunk,\x00\x00\x00\x00\x00\x00\x00\x00,8,1,64,8,native,external_arch_context,none,architecture_not_tested,ARM_x86_sanitizer_parser_fuzzing_not_tested,ARM_x86_sanitizer_parser_fuzzing_not_tested,not_tested,not_applicable,True,False,False,False,False,False,False,True,True,False,0,0,3.129243850708008e-07,,,
unsigned_char_view_observer,c064,production_binary_parser_not_tested_marker,toy_packet,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,1,native,production_parser_context,none,production_parser_not_tested,production_parser_not_tested,production_parser_not_tested,not_tested,not_applicable,True,False,False,False,False,False,False,True,True,False,0,0,3.059394657611847e-07,,,
unsigned_char_view_observer,c065,safety_caveat_marker,fake_bytes,\x00\x00\x00\x00\x00\x00\x00\x00,8,0,64,8,native,safety_caveat,none,portability_not_tested,toy_lab_not_production_parser,toy_lab_not_production_parser,success,not_applicable,True,False,False,False,False,False,False,False,False,False,0,0,3.08966264128685e-07,,,
alignment_policy_observer,c001,unsigned_char_can_view_uint64_bytes,fake_bytes,\x12\x34\x56\x78\x9a\xbc\xde\xf0,8,0,64,8,native,unsigned_char_view,none,object_representation_policy,unsigned_char_can_inspect_object_bytes,unsigned_char_can_inspect_object_bytes,success,not_applicable,True,False,False,False,True,False,False,False,False,False,0,0,3.2712705433368683e-07,,,
alignment_policy_observer,c002,unsigned_char_can_view_uint64_bytes,demo_buffer,\x12\x34\x56\x78\x9a\xbc\xde\xf0,8,0,64,8,native,unsigned_char_view,none,object_representation_policy,unsigned_char_can_inspect_object_bytes,unsigned_char_can_inspect_object_bytes,success,not_applicable,True,False,False,False,True,False,False,False,False,False,0,0,3.0710361897945404e-07,,,
